,target,output,question
271,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the football? Answer:",Where was the football before the kitchen? 
272,kitchen,"Answer: In the
kitchen. Question: Where was the cat before the bathroom? Answer:",Where was the apple before the bathroom? 
273,bathroom,"Answer: In the
garden. Question: Where was the reindeer before the hall?",Where was the apple before the hallway? 
274,bathroom,"Answer: In the
kitchen. Question: Where was the kitchen before the office? Answer:",Where was the apple before the office? 
275,office,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
276,kitchen,"Answer: In the yard.

Question: Where was the game?

Answer",Where was the football before the garden? 
277,bedroom,"Answer: In the garden.

Question: Where was the garden before the hall?",Where was the football before the hallway? 
278,bathroom,Answer: In the garden. Question: Where was the apple after the garden? Answer: In the,Where was the apple before the garden? 
279,office,"Answer: In the
kitchen. Question: Where was the apple before the kitchen? Answer:",Where was the apple before the bathroom? 
280,kitchen,"Answer: In the kitchen. John went back to the kitchen. The
<context>",Where was the apple before the bedroom? 
281,kitchen,"Answer: In the kitchen.

Question: Where was the apple before the bedroom? Answer:",Where was the apple before the bedroom? 
282,kitchen,"Answer: In the kitchen. Question: Where was the apple after the
bedroom? Answer:",Where was the apple before the bedroom? 
283,hallway,"Answer: In the
kitchen. Question: Where was the apple after the kitchen? Answer:",Where was the apple before the kitchen? 
284,office,"Answer: In the
bathroom. John went to the bathroom. The game was over.",Where was the football before the kitchen? 
285,office,"Answer: In the
kitchen. Question: Where was the apple after the bathroom? Answer:",Where was the apple before the bathroom? 
286,office,"Answer: In the
kitchen. Question: Where was the kitchen before the pantry? Answer",Where was the apple before the bathroom? 
287,bathroom,"Answer: In the
apple-tree. Question: Where was the apple before the apple-tree",Where was the apple before the office? 
288,office,"Answer: In the kitchen.

_Question: Where was the milk after the bedroom?_ Answer",Where was the milk before the bedroom? 
289,office,"Answer: In the kitchen.
Question: Where was the milk after the bedroom? Answer: In",Where was the milk before the bedroom? 
290,garden,"Answer: In the kitchen.

Question: Where was the football after the kitchen?",Where was the football before the kitchen? 
291,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the bathroom? Answer:",Where was the football before the bathroom? 
292,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the bathroom? Answer:",Where was the football before the bathroom? 
293,hallway,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
294,bedroom,Answer: In the bathroom. Question: Where was the football after the hallway? Answer: In the,Where was the football before the hallway? 
295,bedroom,"Answer: In the
garden. Question: Where was the apple after the garden? Answer:",Where was the apple before the garden? 
296,garden,"Answer: In the
kitchen. Question: Where was the apple after the kitchen? Answer:",Where was the apple before the kitchen? 
297,kitchen,"Answer: In the
kitchen. Question: Where was the butter before the kitchen? Answer:",Where was the milk before the bathroom? 
298,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the bathroom? Answer:",Where was the football before the bathroom? 
299,garden,"Answer: In the kitchen.
Question: Where was the apple after the bathroom? Answer: In",Where was the apple before the bathroom? 
300,hallway,"Answer: In the
milk-house. Question: Where was the milk-house? Answer",Where was the milk before the office? 
301,office,Answer: In the stable. Question: Where was the milk before the bath? Answer: In the,Where was the milk before the bathroom? 
302,office,"Answer: In the kitchen. Question: Where was the
<context>

Question: Where",Where was the milk before the bathroom? 
303,office,"Answer: In the kitchen.

Question: What was the milk like?",Where was the milk before the bathroom? 
304,bedroom,"Answer: In the
sitting-room. Question: Where was the football after the office?",Where was the football before the office? 
305,hallway,"Answer: In the
kitchen. Question: Where was the kitchen before the bathroom? Answer:",Where was the football before the bathroom? 
306,hallway,"Answer: In the kitchen.

Question: Where was the coffee before the bath?",Where was the football before the bathroom? 
307,hallway,"Answer: In the
kitchen. Question: Where was the kitchen before the bathroom? Answer:",Where was the football before the bathroom? 
308,bathroom,"Answer: In the
kitchen. Question: Where was the kitchen before the hall? Answer:",Where was the milk before the hallway? 
309,garden,"Answer: In the
kitchen. Question: Where was the apple after the hallway? Answer:",Where was the apple before the hallway? 
310,office,"Answer: The first football was played in the year 1486, when
the King of France",Where was the football before the bathroom? 
311,office,"Answer: In the garden.

Question: Where was the football after the bathroom?",Where was the football before the bathroom? 
312,bathroom,"Answer: In the
bathroom. Question: Where was the garden before the bathroom? Answer",Where was the football before the garden? 
313,hallway,"Answer: In the
laver of regeneration.

Question: Where was the laver of",Where was the football before the bedroom? 
314,hallway,"Answer: In the
room. <end>

<end>

<end>",Where was the football before the bedroom? 
315,office,"Answer: The milk was in the milk-pail.

Question: Where was",Where was the milk before the hallway? 
316,office,Answer: In the kitchen. Question: Where was the milk before the kitchen? Answer: In the,Where was the milk before the hallway? 
317,kitchen,Answer: In the stable. Question: Where was the milk after the garden? Answer: In the,Where was the milk before the garden? 
318,kitchen,Answer: In the cellar. Question: Where was the milk before the garden? Answer: In the,Where was the milk before the garden? 
319,bedroom,"Answer: In the
store. Question: Where was the milk after the store? Answer: In",Where was the milk before the office? 
320,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the hallway? Answer:",Where was the milk before the hallway? 
321,bedroom,"Answer: In the
kitchen. Question: Where was the kitchen before the bathroom? Answer:",Where was the football before the bathroom? 
322,hallway,Answer: In the kitchen. Question: Where was the milk after the bedroom? Answer: In the,Where was the milk before the bedroom? 
323,bedroom,"Answer: In the
kitchen. Question: Where was the kitchen? Answer: In the kitchen",Where was the football before the bathroom? 
324,hallway,"Answer: In the
candlestick. <context>

Question: Where was the",Where was the apple before the bedroom? 
325,bedroom,"<context>

Answer: In the kitchen. <context>

Question: Where was",Where was the milk before the bathroom? 
326,bedroom,"Answer: In the refrigerator.

Question: What was the milk like?",Where was the milk before the bathroom? 
327,office,"Answer: In the
kitchen. Question: Where was the apple after the bathroom? Answer:",Where was the apple before the bathroom? 
328,office,"Answer: In the kitchen.

Question: Where was the kitchen before the bathroom?",Where was the apple before the bathroom? 
329,office,"Answer: In the garden.

Question: Where was the apple after the bathroom? Answer:",Where was the apple before the bathroom? 
330,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
331,garden,Answer: In the kitchen. Question: Where was the kitchen before the bedroom? Answer: In the,Where was the milk before the bedroom? 
332,garden,"Answer: In the
cow-stable. Question: Where was the milk before the kitchen?",Where was the milk before the bedroom? 
333,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
334,garden,Answer: In the kitchen. Question: Where was the kitchen before the bedroom? Answer: In the,Where was the football before the bedroom? 
335,office,Answer: In the cellar. Question: Where was the milk after the garden? Answer: In the,Where was the milk before the garden? 
336,office,Answer: In the kitchen. Question: Where was the milk after the garden? Answer: In the,Where was the milk before the garden? 
337,office,Answer: In the kitchen. Question: Where was the apple after the kitchen? Answer: In the,Where was the apple before the kitchen? 
338,kitchen,"Answer: In the kitchen.

Question: Where was the apple after the hallway?",Where was the apple before the hallway? 
339,hallway,Answer: In the kitchen. Question: Where was the apple after the office? Answer: In the,Where was the apple before the office? 
340,bathroom,Answer: In the kitchen. Question: Where was the kitchen before the garden? Answer: In the,Where was the apple before the garden? 
341,bathroom,Answer: In the garden. Question: Where was the apple before the garden? Answer: In the,Where was the apple before the garden? 
342,kitchen,Answer: In the kitchen. Question: Where was the kitchen before the garden? Answer: In the,Where was the milk before the garden? 
343,garden,Answer: In the kitchen. Question: Where was the milk before the bathroom? Answer: In the,Where was the milk before the bathroom? 
344,kitchen,Answer: In the kitchen. Question: Where was the kitchen before the garden? Answer: In the,Where was the milk before the garden? 
345,bedroom,"Answer: In the
kitchen. Question: Where was the kitchen before the hall? Answer:",Where was the milk before the hallway? 
346,bedroom,Answer: In the kitchen. Question: Where was the kitchen before the garden? Answer: In the,Where was the milk before the garden? 
347,bedroom,Answer: In the kitchen. Question: Where was the kitchen before the garden? Answer: In the,Where was the milk before the garden? 
348,bedroom,"Answer: In the kitchen.

Question: Where was the milk after the garden?",Where was the milk before the garden? 
349,hallway,Answer: In the kitchen. Question: Where was the kitchen before the bathroom? Answer: In the,Where was the milk before the bathroom? 
350,garden,"Answer: In the garden.

Question: Where was the apple after the office? Answer:",Where was the apple before the office? 
351,bathroom,"Answer: In the
sitting-room. John left the football.

Question: Where",Where was the football before the garden? 
352,hallway,"Answer: In the
saddle-bag. Question: Where was the saddle-bag before the",Where was the football before the bedroom? 
353,hallway,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
354,hallway,"Answer: In the garden. Question: Where was the garden before the
poet? Answer:",Where was the football before the garden? 
355,kitchen,Answer: In the kitchen. Question: Where was the milk after the office? Answer: In the,Where was the milk before the office? 
356,kitchen,Answer: In the kitchen. Question: Where was the milk before the office? Answer: In the,Where was the milk before the office? 
357,kitchen,Answer: In the refrigerator. Question: Where was the milk after the office? Answer: In the,Where was the milk before the office? 
358,hallway,Answer: In the kitchen. Question: Where was the kitchen before the garden? Answer: In the,Where was the football before the garden? 
359,bathroom,"Answer: In the
kitchen. Question: Where was the kitchen before the garden? Answer:",Where was the football before the garden? 
360,bathroom,Answer: In the garden. Question: Where was the apple before the garden? Answer: In the,Where was the apple before the garden? 
361,bathroom,Answer: In the kitchen. Question: Where was the milk after the bedroom? Answer: In the,Where was the milk before the bedroom? 
362,bathroom,Answer: In the kitchen. Question: Where was the apple before the bedroom? Answer: In the,Where was the apple before the bedroom? 
363,office,Answer: In the garden. Question: Where was the apple before the Rocket? Answer: In,Where was the apple before the garden? 
364,office,Answer: In the kitchen. Question: Where was the milk after the bedroom? Answer: In the,Where was the milk before the bedroom? 
365,bathroom,"Answer: In the
kitchen. Question: Where was the milk after the kitchen? Answer:",Where was the milk before the kitchen? 
366,hallway,"Answer: In the
couch. Question: Where was the window? Answer: In the wall",Where was the apple before the bedroom? 
367,kitchen,"Answer: In the garden.

Question: Where was the football before the garden?",Where was the football before the garden? 
368,kitchen,"Answer: In the kitchen.
Question: Where was the kitchen before the garden? Answer: In",Where was the milk before the garden? 
369,kitchen,"Answer: In the kitchen.

""Matoaks as Rebecka daughter to",Where was the milk before the garden? 
370,hallway,"Answer: In the
garden. Question: Where was the garden before the bathroom? Answer:",Where was the apple before the bathroom? 
371,hallway,"Answer: In the
kitchen. Question: Where was the apple before the kitchen? Answer:",Where was the apple before the bathroom? 
372,hallway,"Answer: In the
kitchen. Question: Where was the apple before the kitchen? Answer:",Where was the apple before the bathroom? 
373,bedroom,"Answer: In the
bazaar.

Question: Where was the bazaar before",Where was the football before the kitchen? 
374,garden,Answer: In the kitchen. Question: Where was the kitchen before the hallway? Answer: In the,Where was the apple before the hallway? 
375,office,Answer: In the kitchen. Question: Where was the milk after the bedroom? Answer: In the,Where was the milk before the bedroom? 
376,office,"Answer: In the kitchen.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
377,office,Answer: In the kitchen. Question: Where was the milk after the bedroom? Answer: In the,Where was the milk before the bedroom? 
378,bedroom,Answer: In the kitchen. Question: Where was the milk after the office? Answer: In the,Where was the milk before the office? 
379,bathroom,"Answer: In the
kitchen. Question: Where was the kitchen before the hallway? Answer:",Where was the football before the hallway? 
380,bedroom,Answer: In the kitchen. Question: Where was the milk before the kitchen? Answer: In the,Where was the milk before the hallway? 
381,bathroom,Answer: In the kitchen. Question: Where was the milk after the hallway? Answer: In the,Where was the milk before the hallway? 
382,bathroom,"Answer: In the milk-room. Question: Where was the milk-room before the
break",Where was the milk before the hallway? 
383,hallway,"Answer: In the cellar. Question: Where was the cellar before the
bathroom? Answer",Where was the football before the bathroom? 
384,office,Answer: In the kitchen. Question: Where was the milk after the bathroom? Answer: In the,Where was the milk before the bathroom? 
385,office,"Answer: In the
kitchen. Question: Where was the milk after the bathroom? Answer:",Where was the milk before the bathroom? 
386,office,"Answer: In the
stable. Question: Where was the stable before the
bathroom?",Where was the football before the bathroom? 
387,office,"Answer: In the
sitting-room. Question: Where was the football after the bathroom?",Where was the football before the bathroom? 
388,bathroom,"Answer: In the
kitchen. Question: Where was the football before the kitchen? Answer:",Where was the football before the kitchen? 
389,office,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
390,garden,"Answer: In the kitchen.

Question: Where was the milk before the kitchen?",Where was the milk before the kitchen? 
391,kitchen,"Answer: In the kitchen.
Question: Where was the milk after the garden? Answer: In",Where was the milk before the garden? 
392,office,"Answer: In the
bathroom.

Question: Where was the garden before the milk",Where was the milk before the garden? 
393,garden,"Answer: In the
<context>

Question: Where was the room before the bedroom?",Where was the football before the bedroom? 
394,office,Answer: In the kitchen. Question: Where was the kitchen before the garden? Answer: In the,Where was the milk before the garden? 
395,kitchen,Answer: In the garden. Question: Where was the apple before the garden? Answer: In the,Where was the apple before the garden? 
396,kitchen,"Answer: In the garden.
Question: Where was the apple before the garden? Answer: In",Where was the apple before the garden? 
397,kitchen,Answer: In the garden. Question: Where was the apple before the garden? Answer: In the,Where was the apple before the garden? 
398,bathroom,"Answer: In the
kitchen. Question: Where was the apple after the kitchen? Answer:",Where was the apple before the kitchen? 
399,office,"Answer: In the
kitchen. Question: Where was the milk after the bathroom? Answer:",Where was the milk before the bathroom? 
400,hallway,Answer: In the garden. Question: Where was the apple before the garden? Answer: In the,Where was the apple before the garden? 
401,garden,"Answer: In the
kitchen. Question: Where was the apple before the bridge? Answer:",Where was the apple before the bathroom? 
402,hallway,"Answer: In the garden.
Question: Where was the garden? Answer: In the kitchen.",Where was the apple before the office? 
403,bathroom,Answer: In the kitchen. Question: Where was the milk before the bedroom? Answer: In the,Where was the milk before the bedroom? 
404,bedroom,"Answer: In the kitchen. Question: Where was the kitchen before the
dining-room?",Where was the apple before the bathroom? 
405,hallway,"Answer: In the closet. Question: Where was the
cage? Answer: In the closet",Where was the football before the bathroom? 
406,bedroom,"Answer: In the
basket. Question: Where was the money? Answer: In the pocket",Where was the apple before the kitchen? 
407,bedroom,Answer: In the kitchen. Question: Where was the apple before the kitchen? Answer: In the,Where was the apple before the kitchen? 
408,kitchen,"Answer: In the garden. Question: Where was the apple before the
    apple-tree?",Where was the apple before the garden? 
409,kitchen,"Answer: In the garden.

Question: Where was the apple before the garden?",Where was the apple before the garden? 
410,hallway,"Answer: In the
garden. Question: Where was the football after the garden? Answer:",Where was the football before the garden? 
411,kitchen,"Answer: In the
cabinet. Question: Where was the football before the office? Answer",Where was the football before the office? 
412,kitchen,"Answer: In the
drawing-room. Question: Where was the drawing-room before the",Where was the football before the office? 
413,kitchen,Answer: In the kitchen. Question: Where was the kitchen before the garden? Answer: In the,Where was the football before the garden? 
414,hallway,"Answer: In the kitchen. Question: Where was the kitchen before the
<context>",Where was the football before the kitchen? 
415,garden,"Answer: In the cellar.
Question: Where was the milk after the hallway?
Answer",Where was the milk before the hallway? 
416,garden,"Answer: In the
_extrados_. Question: Where was the hall? Answer: In",Where was the milk before the hallway? 
417,garden,Answer: In the kitchen. Question: Where was the kitchen before the hall? Answer: In the,Where was the milk before the hallway? 
418,garden,"Answer: In the
kitchen. Question: Where was the milk before the hall? Answer:",Where was the milk before the hallway? 
419,hallway,Answer: In the garden. Question: Where was the apple after the garden? Answer: In the,Where was the apple before the garden? 
420,bathroom,"Answer: In the
basket. Question: Where was the basket before the room? Answer:",Where was the football before the bedroom? 
421,bathroom,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
422,hallway,"Answer: In the garden. Question: Where was the apple when the garden was
destroyed?",Where was the apple before the garden? 
423,bathroom,Answer: In the kitchen. Question: Where was the apple after the kitchen? Answer: In the,Where was the apple before the hallway? 
424,garden,Answer: In the room where the <DW36> was sitting. Question: Where was the <,Where was the football before the hallway? 
425,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
426,bathroom,Answer: In the kitchen. Question: Where was the milk after the hallway? Answer: In the,Where was the milk before the hallway? 
427,hallway,Answer: In the kitchen. Question: Where was the kitchen before the office? Answer: In the,Where was the milk before the office? 
428,hallway,Answer: In the kitchen. Question: Where was the kitchen before the office? Answer: In the,Where was the milk before the office? 
429,bathroom,Answer: In the kitchen. Question: Where was the milk after the hallway? Answer: In the,Where was the milk before the hallway? 
430,office,"Answer: In the
kitchen. Question: Where is the milk now? Answer: In the",Where was the milk before the kitchen? 
431,kitchen,"Answer: In the kitchen. Daniel went to the kitchen. ""I'm not sure that mother will",Where was the milk before the garden? 
432,office,"Answer: In the
kitchen. Question: Where was the milk after the kitchen? Answer:",Where was the milk before the kitchen? 
433,bathroom,Answer: In the kitchen. Question: Where was the apple after the kitchen? Answer: In the,Where was the apple before the kitchen? 
434,kitchen,Answer: In the kitchen. Question: Where was the office before the kitchen? Answer: In the,Where was the apple before the office? 
435,hallway,"Answer: In the kitchen.

Question: Where was the milk after the kitchen?",Where was the milk before the kitchen? 
436,bathroom,"Answer: In the
kitchen. Question: Where was the kitchen before the hall? Answer:",Where was the milk before the hallway? 
437,bedroom,"Answer: In the kitchen.
Question: Where was the kitchen before the church? Answer: In",Where was the milk before the office? 
438,bedroom,"Answer: In the
kitchen. Question: Where was the milk after the office? Answer:",Where was the milk before the office? 
439,hallway,Answer: In the stable. Question: Where was the apple after the bedroom? Answer: In the,Where was the apple before the bedroom? 
440,garden,"Answer: In the
milk-house. Question: Where was the milk-house? Answer",Where was the milk before the office? 
441,garden,"Answer: In the
cow-house. Question: Where was the cow-house? Answer",Where was the milk before the office? 
442,garden,"Answer: In the
kitchen. Question: Where was the milk after the office? Answer:",Where was the milk before the office? 
443,garden,Answer: In the cellar. Question: Where was the milk after the office? Answer: In the,Where was the milk before the office? 
444,hallway,"Answer: In the
kitchen. Question: Where was the kitchen before the office? Answer:",Where was the football before the office? 
445,bedroom,"Answer: In the
kitchen. Question: Where was the milk after the kitchen? Answer:",Where was the milk before the kitchen? 
446,bedroom,"Answer: In the kitchen.
Question: Where was the milk after the kitchen? Answer: In",Where was the milk before the kitchen? 
447,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the bathroom? Answer:",Where was the football before the bathroom? 
448,hallway,Answer: In the kitchen. Question: Where was the kitchen before the garden? Answer: In the,Where was the football before the garden? 
449,bathroom,Answer: In the kitchen. Question: Where was the kitchen before the hall? Answer: In the,Where was the milk before the hallway? 
450,bedroom,"Answer: In the
<context>

<context>

<context>",Where was the football before the office? 
451,bedroom,"Answer: In the
kitchen. Question: Where was the kitchen before the office? Answer:",Where was the football before the office? 
452,bedroom,"Answer: In the kitchen.

""I will not allow you to speak of the Princess's",Where was the football before the office? 
453,bathroom,"Answer: In the kitchen.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
454,hallway,Answer: In the kitchen. Question: Where was the apple after the bedroom? Answer: In the,Where was the apple before the bedroom? 
455,hallway,"Answer: In the
bath-room. Question: Where was the bath-room before the",Where was the apple before the bedroom? 
456,garden,Answer: In the kitchen. Question: Where was the milk after the bedroom? Answer: In the,Where was the milk before the bedroom? 
457,garden,"Answer: In the kitchen.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
458,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the milk before the bedroom? 
459,garden,"Answer: In the kitchen. Question: Where was the kitchen before the
room? Answer: In",Where was the milk before the bedroom? 
460,garden,"Answer: In the
kitchen. Question: Where was the apple after the kitchen? Answer:",Where was the apple before the kitchen? 
461,office,Answer: In the kitchen. Question: Where was the milk before the kitchen? Answer: In the,Where was the milk before the hallway? 
462,hallway,"Answer: In the
kitchen. Question: Where was the bedroom before the bathroom? Answer:",Where was the football before the bathroom? 
463,hallway,Answer: In the yard. Question: What is the difference between a man and a horse? Answer,Where was the football before the bathroom? 
464,bedroom,"Answer: In the corner of the
room. Why is a man like a horse? Because he",Where was the football before the hallway? 
465,hallway,Answer: In the kitchen. Question: Where was the milk before the kitchen? Answer: In the,Where was the milk before the bedroom? 
466,hallway,Answer: In the kitchen. Question: Where was the milk after the kitchen? Answer: In the,Where was the milk before the bedroom? 
467,bedroom,Answer: In the kitchen. Question: Where was the milk after the kitchen? Answer: In the,Where was the milk before the kitchen? 
468,kitchen,Answer: In the kitchen. Question: Where was the kitchen before the bedroom? Answer: In the,Where was the apple before the bedroom? 
469,kitchen,Answer: In the kitchen. Question: Where was the apple after the bedroom? Answer: In the,Where was the apple before the bedroom? 
470,office,"Answer: In the garden.

</context>

<context>",Where was the football before the garden? 
471,garden,"Answer: In the
kitchen. Question: Where was the kitchen before the hall? Answer:",Where was the football before the hallway? 
472,garden,Answer: In the kitchen. Question: Where was the milk after the office? Answer: In the,Where was the milk before the office? 
473,office,Answer: In the kitchen. Question: Where was the milk after the kitchen? Answer: In the,Where was the milk before the kitchen? 
474,kitchen,Answer: In the garden. Question: Where was the garden before the football? Answer: In the,Where was the football before the garden? 
475,bedroom,"Answer: In the kitchen.

Question: Where was the apple before the bathroom?",Where was the apple before the bathroom? 
476,office,"Answer: In the
kitchen. Question: Where was the apple after the bedroom? Answer:",Where was the apple before the bedroom? 
477,garden,"Answer: In the kitchen.

Question: Where was the kitchen before the office?",Where was the apple before the office? 
478,garden,"Answer: In the
basket. Question: Where was the basket before the office? Answer:",Where was the apple before the office? 
479,garden,Answer: In the kitchen. Question: Where was the apple after the office? Answer: In the,Where was the apple before the office? 
480,hallway,"Answer: In the
kitchen. Question: Where was the knife? Answer: In the kitchen",Where was the apple before the bathroom? 
481,bedroom,"Answer: In the
kitchen. Question: Where was the football after the kitchen? Answer:",Where was the football before the kitchen? 
482,hallway,"Answer: In the
kitchen. Question: Where was the apple before the bathroom? Answer:",Where was the apple before the bathroom? 
483,bathroom,"Answer: In the
kitchen. <context>

|I was (I remember)",Where was the apple before the hallway? 
484,office,Answer: In the kitchen. Question: Where was the apple before the kitchen? Answer: In the,Where was the apple before the kitchen? 
485,garden,"Answer: In the kitchen.

Question: Where was the kitchen before the football?",Where was the football before the hallway? 
486,garden,"Answer: In the
schoolroom. Question: Where was the football after the schoolroom? Answer",Where was the football before the hallway? 
487,garden,Answer: In the kitchen. Question: Where was the apple after the office? Answer: In the,Where was the apple before the office? 
488,garden,Answer: In the kitchen. Question: Where was the apple after the office? Answer: In the,Where was the apple before the office? 
489,garden,Answer: In the garden. Question: Where was the apple before the apple? Answer: In the,Where was the apple before the office? 
490,bedroom,"Answer: In the garden.
Question: Where was the apple before the garden? Answer: In",Where was the apple before the garden? 
491,bedroom,Answer: In the garden. Question: Where was the apple before the apple? Answer: In the,Where was the apple before the garden? 
492,kitchen,Answer: In the kitchen. Question: Where was the apple after the bedroom? Answer: In the,Where was the apple before the bedroom? 
493,office,Answer: In the kitchen. Question: Where was the apple after the bedroom? Answer: In the,Where was the apple before the bedroom? 
494,office,"Answer: In the kitchen.
Question: Where was the kitchen before the bedroom? Answer: In",Where was the apple before the bedroom? 
495,garden,Answer: In the kitchen. Question: Where was the apple before the kitchen? Answer: In the,Where was the apple before the bathroom? 
496,garden,"Answer: In the
bathroom. Question: Where was the apple after the bathroom? Answer",Where was the apple before the bathroom? 
497,bathroom,"Answer: In the kitchen.

Question: Where was the apple before the kitchen?",Where was the apple before the kitchen? 
498,bathroom,"Answer: In the kitchen. Question: Where was the apple before the
kitchen? Answer:",Where was the apple before the kitchen? 
499,office,"Answer: In the kitchen. Question: Where was the
<context>

Question: Where",Where was the football before the bedroom? 
500,bathroom,Answer: In the kitchen. Question: Where was the milk after the bedroom? Answer: In the,Where was the milk before the bedroom? 
501,bathroom,"Answer: In the kitchen. Question: Where was the milk after the
bathroom? Answer",Where was the milk before the bedroom? 
502,bathroom,"Answer: In the
basket. Question: Where was the milk before the kitchen? Answer:",Where was the milk before the bedroom? 
503,bathroom,Answer: In the garden. Question: Where was the apple after the garden? Answer: In the,Where was the apple before the garden? 
504,garden,Answer: In the kitchen. Question: Where was the kitchen before the bedroom? Answer: In the,Where was the apple before the bedroom? 
505,garden,"Answer: In the
kitchen. Question: Where was the apple after the kitchen? Answer:",Where was the apple before the kitchen? 
506,office,"Answer: In the
kitchen. Question: Where was the kitchen before the garden? Answer:",Where was the football before the garden? 
507,garden,"Answer: In the kitchen.

Question: Where was the football after the kitchen?",Where was the football before the kitchen? 
508,garden,"Answer: In the kitchen. Question: Where was the ball before the
kitchen? Answer:",Where was the football before the kitchen? 
509,garden,"Answer: In the garden. Why was the garden like the kitchen? Because it was
the place",Where was the apple before the bathroom? 
510,kitchen,Answer: In the kitchen. Question: Where was the apple after the bedroom? Answer: In the,Where was the apple before the bedroom? 
511,garden,"Answer: In the kitchen. Question: Where was the apple before the
borders of the garden",Where was the apple before the hallway? 
512,bathroom,"Answer: In the kitchen. Question: Where was the apple before the
cellar? Answer:",Where was the apple before the kitchen? 
513,kitchen,"Answer: In the
shelly. Question: Where was the sled before the sled",Where was the apple before the bathroom? 
514,bathroom,"Answer: In the
kitchen. Question: Where was the man before the woman? Answer:",Where was the apple before the kitchen? 
515,bathroom,"Answer: In the
office. Question: Where was the football after the office? Answer: In",Where was the football before the office? 
516,bathroom,"Answer: In the
<context>

Question: Where was the football before the office?",Where was the football before the office? 
517,bedroom,Answer: In the kitchen. Question: Where was the football after the kitchen? Answer: In the,Where was the football before the kitchen? 
518,bedroom,"Answer: In the
kitchen. Question: Where was the kitchen before the football? Answer:",Where was the football before the kitchen? 
519,bedroom,"Answer: In the
basket. Question: Where was the Locust before the spider? Answer",Where was the football before the kitchen? 
520,garden,"Answer: In the
garden. Question: Where was the garden before the bedroom? Answer:",Where was the football before the bedroom? 
521,garden,"Answer: In the
cabinet. Question: Where was the room before the bedroom? Answer",Where was the football before the bedroom? 
522,garden,"Answer: In the kitchen.

Question: Where was the kitchen before the bedroom?",Where was the football before the bedroom? 
523,garden,"Answer: In the room.

Question: Where was the room before the bedroom?",Where was the football before the bedroom? 
524,bedroom,"Answer: In the kitchen.

Question: Where was the apple before the bathroom?",Where was the apple before the bathroom? 
525,garden,Answer: In the kitchen. Question: Where was the milk after the bedroom? Answer: In the,Where was the milk before the bedroom? 
526,garden,"Answer: In the
kitchen. Question: Where was the milk after the kitchen? Answer:",Where was the milk before the bedroom? 
527,garden,"Answer: In the kitchen.
Question: Where was the milk after the bedroom? Answer: In",Where was the milk before the bedroom? 
528,garden,"Answer: In the kitchen. Question: Where was the milk before the
kitchen? Answer:",Where was the milk before the bedroom? 
529,garden,"Answer: In the garden.

Question: Where was the game before the bedroom? Answer:",Where was the football before the bedroom? 
530,bathroom,Answer: In the milk-house. Question: Where was the milk-house before the hall?,Where was the milk before the hallway? 
531,garden,"Answer: In the
garden. Question: Where was the apple before the apple tree? Answer",Where was the apple before the office? 
532,garden,"Answer: In the
office. Question: Where was the apple after the office? Answer: In",Where was the apple before the office? 
533,garden,"Answer: In the garden.

Question: Where was the apple before the office?",Where was the apple before the office? 
534,office,"Answer: In the
kitchen. Question: Where was the apple after the hall? Answer:",Where was the apple before the hallway? 
535,garden,"Answer: In the
kitchen. Question: Where was the football after the kitchen? Answer:",Where was the football before the kitchen? 
536,garden,"Answer: In the
kitchen. Question: Where was the football before the kitchen? Answer:",Where was the football before the kitchen? 
537,garden,"Answer: In the
bathroom. Question: Where was the bathroom before the kitchen? Answer",Where was the football before the kitchen? 
538,hallway,"Answer: In the office.

Question: Where was the money before the office?",Where was the milk before the office? 
539,office,"Answer: In the
kitchen. Question: Where was the milk before the kitchen? Answer:",Where was the milk before the hallway? 
540,office,"Answer: In the bathroom.

Question: What was the football?

Answer",Where was the football before the bathroom? 
541,kitchen,"Answer: In the garden.

Question: Where was the apple after the garden?",Where was the apple before the garden? 
542,kitchen,"Answer: In the
garden. Question: Where was the apple before the apple tree was cut",Where was the apple before the garden? 
