,target,output,question
316,Bill,"Answer: The President.

Question: Who was the first to ask for the milk",Who received the milk? 
317,milk,"Answer: He gave him a piece of paper, and said, 'You must write to",What did Jeff give to Bill? 
318,apple,"Answer: He gave her a purse of gold, and a purse of silver, and a",What did Fred give to Mary? 
319,Fred,"Answer: The child.

Q: What did she do with it?",Who did Mary give the apple to? 
320,Mary,He had a good many of them. He had a good many of them. He had,Who gave the apple? 
321,apple,"Answer: A purse of gold, which
Mary had given to him.

Question: What",What did Mary give to Bill? 
322,Mary,"Answer: ""The first time I saw him,"" says the narrator, ""he was playing",Who did Jeff give the football to? 
323,Mary,"Answer: The United States.

[Illustration: A. B. C.",Who received the football? 
324,Mary,"Answer: The Inquisition.

Question: Who was the first to make the remark",Who received the football? 
325,Bill,"Answer: Mary.

Question: Who gave the football to Mary?

Answer",Who gave the football to Mary? 
326,Bill,"Answer: Mr. Gryce.

""What was the name of the gentleman",Who gave the football? 
327,Jeff,"Answer: The first man who came to the Landing.




THE BATTLE",Who received the apple? 
328,apple,"Answer: A good deal of his time, and a good deal of his money.",What did Bill give to Jeff? 
329,apple,"Answer: He gave him a good deal of money.

[Illustration: Fig.",What did Bill give to Jeff? 
330,apple,"Answer: “A little money.”

“What did he do with it?”",What did Fred give to Mary? 
331,apple,"Answer: A little bit of a book, I guess.

Question: What did",What did Fred give to Mary? 
332,Fred,"Answer: The apple-woman.

Question: Who gave the apple?",Who gave the apple? 
333,Bill,"Answer: John.

[Illustration: A. B. C.

_",Who received the apple? 
334,apple,"Answer: She gave him a little purse, and a little money.

""The",What did Mary give to Bill? 
335,Mary,"Answer: The man who was in the boat.

Question: Who was the man",Who gave the apple? 
336,apple,"Answer: A bottle of wine.

Question: What did she give him?",What did Mary give to Fred? 
337,apple,"Answer: A great deal of money.

Coningsby was not a man of",What did Fred give to Mary? 
338,apple,"Answer: A large sum of money.

Question: What did he give to Mary",What did Fred give to Mary? 
339,Mary,"[Illustration: A. B. B.

_A. B. B.",Who did Fred give the apple to? 
340,apple,"Answer: He gave him a good dinner.




CHAPTER XIV

THE B",What did Fred give to Bill? 
341,Bill,"A. A.




THE BALLAD OF THE BONES.",Who gave the apple to Fred? 
342,Bill,"Answer: The Brownies.

    The Brownies, in their hurry,
    Were not",Who received the apple? 
343,apple,"Answer: ""A little money, and a little tobacco.""

Question: What did",What did Fred give to Bill? 
344,apple,"Answer: ""He gave him a little money.""

""What did he give him",What did Fred give to Bill? 
345,milk,"Answer: The dirk.

""The dirk! the dirk! the",What did Mary give to Jeff? 
346,Mary,"Answer: The waiter.

Question: Who gave the milk to Jeff?",Who gave the milk to Jeff? 
347,Jeff,"Answer: The Gael, the Gael, the Gael!

Question: Who gave",Who gave the milk? 
348,Fred,"_Answer_: The milk was received from the mother.

_Question_: Who was",Who received the milk? 
349,Jeff,[Illustration: T. B. L. L. L. L. L. L,Who gave the milk to Fred? 
350,Jeff,"Answer: The milkman.

Question: Who gave the milk?

Answer",Who gave the milk? 
351,Mary,"Answer: The King of the Sea.

[Footnote 572: The King of",Who gave the milk to Bill? 
352,milk,"[Illustration: Fig. 1.]

[Illustration: Fig. 2.]",What did Bill give to Jeff? 
353,Bill,"Answer: The Jews.

[166] The following is a translation of the passage",Who received the milk? 
354,milk,"Answer: He gave him a great deal of money, and a great deal of
information",What did Jeff give to Bill? 
355,Bill,"Answer: The Lord Mayor.

Q. What was the name of the Lord Mayor",Who gave the milk? 
356,Bill,"Answer: The milkman.

Question: Who gave the milk to Fred?",Who gave the milk to Fred? 
357,Bill,"Answer: The priest.

Question: What did he do with it?",Who gave the milk to Fred? 
358,apple,"Answer: ""A good deal of money.""

""What did he give you?""",What did Jeff give to Fred? 
359,Fred,Answer: The first time that he ever gave a apple to a horse was when he,Who did Jeff give the apple to? 
360,Mary,"A: The Captain.

Q: What did he say?

A:",Who received the apple? 
361,Bill,"Answer: Mary gave it to the boy.




THE END.




Transc",Who did Mary give the apple to? 
362,apple,"Answer: “A little money,” was the reply. “I’ve been a good",What did Mary give to Bill? 
363,Mary,"Answer: Who did Bill give the apple to?

""I was so angry that",Who did Bill give the apple to? 
364,Bill,"Answer: The man who was in the tree.




CHAPTER XXV.",Who received the apple? 
365,Jeff,"Answer: The King of the Jungle.




CHAPTER XIV.

THE",Who received the apple? 
366,Jeff,"Answer: JANE.

WHITWELL (_to_ JANE). I am going",Who gave the apple? 
367,Bill,"Answer: ""I did,"" said Sidney. ""I'm going to ask you to come",Who received the football? 
368,Bill,"Answer: The Church.

Question: Who was the first to make the discovery of",Who received the football? 
369,Bill,"Answer: The man who was the first to play it.




THE END.",Who did Mary give the football to? 
370,Fred,"Answer: Mary gave it to him.

""I'm sorry,"" said Ketch",Who did Mary give the football to? 
371,Mary,"Answer: The American.

Question: Who gave the football to Fred?",Who gave the football to Fred? 
372,Fred,"[Footnote 234: The 'pallium' was a cloth, or cloth-of",Who gave the football to Mary? 
373,Jeff,"Answer: The boy who was
playing it.




THE BOOK OF THE BULLY",Who did Mary give the football to? 
374,football,"[Illustration: ""I am a little girl, and I have a little heart.""]",What did Mary give to Jeff? 
375,Fred,"Answer: The apple was given to Adam.

Question: Who gave the apple to Eve",Who received the apple? 
376,Fred,"Answer: The servant.

Q. What was the name of the apple?
A",Who gave the apple? 
377,Bill,"A. The King.

B. The King's son.

C.",Who gave the apple? 
378,apple,"Answer: ""A good horse, and a good sword.""

Question: What did",What did Fred give to Bill? 
379,Fred,"“I am afraid it is not possible,” said the lawyer. “I am afraid it",Who did Bill give the apple to? 
380,milk,"Answer: A piece of wood.

In the same way, in the case of the figure",What did Mary give to Bill? 
381,Bill,"[Illustration]

[Illustration]

[Illustration]

[Illustration]",Who gave the milk? 
382,milk,"Answer: A little money.

[Illustration: _The House of Commons._]",What did Mary give to Fred? 
383,milk,"Answer: ""A little money.""

Question: What did Fred give to Mary?",What did Fred give to Mary? 
384,milk,"_Answer_: He gave her a good deal of money.

_Question_: What",What did Fred give to Mary? 
385,football,"Answer: He gave her a good deal of money.




CHAPTER XIV.",What did Bill give to Mary? 
386,Mary,"Answer: _The_ Bill.

[Illustration: _The_ Bill.",Who did Bill give the football to? 
387,football,"Answer: A little bit of a book, and a little bit of a book, and",What did Fred give to Mary? 
388,Fred,"Answer: The American.

[Illustration: The American.

_To face",Who did Mary give the football to? 
389,Mary,"Answer: The football was given to the boys.

Question: Who gave the football",Who gave the football? 
390,Fred,"""I'm not sure that I know. I was just thinking of the little girl.",Who gave the apple? 
391,apple,"Answer: A piece of paper.

Question: What did he give to the <DW64",What did Fred give to Jeff? 
392,Fred,"Answer: The <context>

""The <context>

""The <",Who received the apple? 
393,Fred,"Answer: The apple was given to the General who had the command of the
Army",Who received the apple? 
394,Jeff,"Answer: The apple was given to Fred by the apple-woman.




[Illustration",Who gave the apple to Fred? 
395,Mary,"Answer: The first man who ever gave an apple to a woman.




[Illustration",Who gave the apple? 
396,Bill,"Answer: The first, the first, the first.

[Illustration: [The",Who did Mary give the apple to? 
397,Fred,"Answer: Bill.

[Illustration: Fig. 1.]

[Illustration:",Who gave the apple to Bill? 
398,Fred,"Answer: The man who was in the prison.

Question: What was the name",Who did Bill give the apple to? 
399,Fred,"Answer: Dr Wolfred Nelson.

The _Patriotes_ then proceeded to",Who received the apple? 
400,Mary,Answer: The football was given to Fred by the King of the Franks.,Who gave the football to Fred? 
401,Fred,"Answer: Who did she give it to?

""The question is, who did",Who did Mary give the football to? 
402,Fred,"Answer: Mary gave it to her
father.

Question: Who did Mary give the money",Who did Mary give the football to? 
403,Fred,"Answer: The apple was given to
Jeff.


[Footnote 81: The author of the",Who gave the apple to Jeff? 
404,apple,"Answer: He gave him a good deal of money.

""What did he give",What did Fred give to Jeff? 
405,apple,"Answer: He gave him a letter to
the President of the United States, and a letter to",What did Fred give to Bill? 
406,Fred,"Answer: The apple.

""What did he mean?""

""I don",Who gave the apple? 
407,Fred,"Answer: Giovanni.

Question: Who gave the apple?

Answer: Giovanni",Who received the apple? 
408,Fred,"“I was a little bit of a boy, and I was a little bit of a",Who gave the apple to Jeff? 
409,apple,"Answer: A letter.

Q. What did he give to you?",What did Fred give to Jeff? 
410,milk,"Answer: He gave him a little bit of money, and a little bit of tobacco.",What did Bill give to Jeff? 
411,Jeff,"[Illustration: THE BULLY'S BALL.

_To face page",Who gave the milk to Bill? 
412,milk,"Answer: ""A little money.""

Question: What did he do with it? Answer:",What did Jeff give to Bill? 
413,milk,"Answer: ""He gave me a good dinner, and a good supper, and a good",What did Jeff give to Bill? 
414,Jeff,"Answer: The milkman.

Question: Who gave the milk to the children?",Who gave the milk to Mary? 
415,milk,"Answer: He gave her a good deal of money.

""What did Fred give",What did Fred give to Jeff? 
416,milk,"Answer: He gave him a good job.

[Illustration: ""I am a",What did Jeff give to Fred? 
417,Fred,"Answer: The milk was given to the children.

[Illustration: Fig. 1",Who received the milk? 
418,Jeff,"Answer: The milk was given to the milk-woman.

[Footnote 13:",Who did Fred give the milk to? 
419,Jeff,"Answer: I.

Question: Who gave the milk to me?

Answer",Who gave the milk to Fred? 
420,Fred,"Answer: The Ninety-Third.

[Illustration: The Ninety-Third",Who gave the football? 
421,Fred,"Answer: Major Phillips.

""I'll--hic--you
touch",Who received the football? 
422,football,"Answer: A little blue jay.

""The little blue jay is a",What did Mary give to Fred? 
423,football,"Answer: ""A rose.""

""What did she give you?""

""",What did Mary give to Fred? 
424,Fred,"Answer: The fair Maiden of Perth.

Question: What is the name of",Who gave the football to Mary? 
425,apple,"Answer: He gave him a good deal of money, and a good deal of good",What did Fred give to Bill? 
426,Fred,"""The Saxons would say, 'The apple was given to the chief of the",Who received the apple? 
427,apple,"Answer: A pair of gloves.

Question: What did Fred give to Mary?",What did Fred give to Mary? 
428,Fred,"""I know who took my little girl, and I want to know who took my little",Who received the apple? 
429,Mary,"Answer: The apple was given to the boy.




THE BALLAD OF THE",Who gave the apple? 
430,Jeff,Answer: I did. Question: What did he do with it? Answer: He gave it to,Who did Fred give the apple to? 
431,apple,"Answer: ""A good many things, but I don't know. I don't know",What did Fred give to Jeff? 
432,Fred,"Answer: I don't know.

Question: Who gave the apple to Jeff?",Who gave the apple to Jeff? 
433,Jeff,"Answer: The man who had the apple.

Question: Who was the apple?",Who received the apple? 
434,Mary,"Answer: The people who had been in the game.

[Illustration: A. B",Who received the football? 
435,apple,"_Answer._--The apple.

_Question._ What did she give him?",What did Bill give to Mary? 
436,Mary,"Answer: Bill.

Mugsborough was a town of about eighty thousand inhabitants,",Who did Bill give the apple to? 
437,Fred,"Answer: Private, Third Michigan.

Question: Who gave the apple?",Who gave the apple? 
438,Fred,"Answer: The man who had the watch.




THE STORY OF THE WOL",Who received the apple? 
439,Mary,"""And the apple to me,"" said the girl, ""and the apple to you,",Who gave the apple to Fred? 
440,apple,"Answer: She gave him a letter.

""But, as you are aware, in the",What did Mary give to Bill? 
441,Mary,"Answer: The French Canadians.

Question: Who did the French Canadians give the apple",Who did Bill give the apple to? 
442,apple,"Jennie: ""A little money.""

Q: What did Bill give to",What did Bill give to Mary? 
443,Mary,"[Illustration: Fig. XIV.]

[Illustration: Fig. XV.]",Who gave the apple? 
444,Mary,"Answer: The apple was given to Adam.

[65] The following is a",Who gave the apple? 
445,apple,"Answer: She gave him a letter to the King of England.




CHAPTER XXV",What did Mary give to Fred? 
446,Fred,"[Illustration: _A. D. 1770._]


[Illustration: _",Who did Mary give the apple to? 
447,milk,"_Answer._ She gave him a great deal of money, and a great deal of",What did Mary give to Bill? 
448,Bill,"Answer: The cow.

Question: Who gave the milk?
Answer: The cow",Who received the milk? 
449,milk,"I was not long in discovering that the question was not altogether
unanswerable. The",What did Bill give to Mary? 
450,Mary,"M. Dellon: I.

Question: Who gave the apple to M.",Who gave the apple to Bill? 
451,apple,"_Answer._ She gave him a pair of shoes, and a pair of boots, and",What did Mary give to Bill? 
452,Bill,"Answer: A man.

""And what did he do with it?""",Who gave the apple to Fred? 
453,Fred,"Answer: Cyril.

Question: Who gave the apple to Cyril? Answer",Who gave the apple to Bill? 
454,Bill,"Answer: The apple was given to the child.

[Illustration: ""I'm",Who received the apple? 
455,Fred,"Answer: The King.

Question: Who gave the milk to the King?",Who did Mary give the milk to? 
456,Mary,"Answer: The Jews.

Question: Who gave the milk?

Answer:",Who gave the milk? 
457,Fred,Answer: The woman who was the wife of the man who was the father of the,Who did Mary give the milk to? 
458,Mary,"Crass: I did.

Harlow: I don't know.",Who gave the milk? 
459,milk,"Answer: ""I don't know,"" said Owen. ""I don't know what he",What did Fred give to Jeff? 
460,Mary,"Answer: The milk-man.

""What was the name of the man who",Who gave the milk? 
461,milk,"Answer: She gave him a letter.

""He was a little surprised, and",What did Mary give to Bill? 
462,Bill,"Answer: The boy who was playing with the football.




THE STORY OF THE",Who did Jeff give the football to? 
463,football,"Answer: A shilling.

Question: What did he give to Bill?",What did Jeff give to Bill? 
464,football,"Answer: He gave him a piece of
bread, and a piece of meat, and a piece",What did Jeff give to Bill? 
465,Bill,"Answer: The King.

Question: Who gave the apple to the King?",Who did Fred give the apple to? 
466,Bill,"Answer: The cook.

Question: Who gave the apple to Fred?",Who gave the apple to Fred? 
467,apple,"Answer: A dollar.

Question: What did Bill give to Bill?",What did Bill give to Fred? 
468,Bill,"Answer: The apple was given to the apple.




FOOTNOTES:",Who gave the apple to Fred? 
469,Jeff,"Answer: The apple was given to Fred.

“I am glad to hear that",Who gave the apple to Fred? 
470,Fred,"Answer: Mary.

Question: Who gave the apple? Answer: Mary.

Question",Who gave the apple? 
471,apple,"Answer: ""She gave her a little money, and said she would take care of",What did Fred give to Mary? 
472,Mary,"Answer: The first person who came to the place.

Question: Who was the first",Who received the apple? 
473,Mary,"Answer: The man who was in the temple.

Question: Who was the man",Who gave the apple? 
474,apple,"Answer: A crown.

Question: What did she give to him?",What did Mary give to Bill? 
475,apple,"Answer: ""A little bit of a piece of bone.""




CHAPTER XIV",What did Mary give to Fred? 
476,apple,"Answer: A pair of gloves.

""What did he give you?""

""A",What did Fred give to Bill? 
477,Fred,Answer: “The apple was given to Bill by the man who had the apple in his,Who gave the apple to Bill? 
478,Bill,"Answer: E----.

Question: Who gave the apple to E----?",Who gave the apple to Fred? 
479,Fred,"I had no time to think of the consequences of my action, and I was
too",Who gave the apple to Bill? 
480,Fred,Answer: The apple was given to him by the hand of the angel Gabriel.,Who gave the apple? 
481,Fred,"Answer: K.

""I'm not going to marry him, K.,""",Who gave the apple? 
482,apple,"Answer: He gave him a pair of gloves.




CHAPTER XVIII.",What did Fred give to Bill? 
483,Bill,"Answer: The King.

Question: Who gave the apple?

Answer:",Who gave the apple? 
484,Bill,"Answer: Lester.

""Lester, I'm going to ask you a",Who gave the apple to Mary? 
485,Bill,"Answer: Fred gave it to the
farmers.




[Illustration: The Flower",Who did Fred give the apple to? 
486,apple,"Answer: He gave him a piece of bread.

[Illustration: Fig. 1",What did Fred give to Bill? 
487,Bill,"Answer: The author.

[Illustration: Fig. 1.--A. A. B",Who gave the apple? 
488,Bill,"Answer: The apple was given to Mary.

Question: Who gave the apple to",Who gave the apple to Mary? 
489,Bill,"Answer: The poet.

Question: Who gave the apple?
Answer: The poet",Who gave the apple? 
490,Bill,"Answer: Mary.

""I was a-goin' to say, that",Who gave the apple to Mary? 
491,Mary,"Answer: The apple was given to the children of Israel.

Question: Who gave the",Who received the apple? 
492,milk,"[Illustration: The Poplar-tree]




[Illustration: The Popl",What did Jeff give to Fred? 
493,milk,"Answer: A pair of gloves.

""What did you give him?""",What did Fred give to Jeff? 
494,Fred,"THE BIRTH OF THE BEE.


The BEE is a creature of",Who gave the milk to Jeff? 
495,Jeff,"Answer: Fred gave it to the boy who had the most money.




THE S",Who did Fred give the football to? 
496,football,"Answer: He gave his life.

[Illustration: THE FIRST BATTLE OF",What did Fred give to Jeff? 
497,Fred,"Answer: The boy who was the first to get it.

Question: Who was",Who received the football? 
498,football,"Answer: He gave him a horse.




CHAPTER X.

THE HOR",What did Jeff give to Fred? 
499,Mary,"Answer: The Pope.

Question: Who gave the milk?

Answer:",Who received the milk? 
500,Fred,"Answer: The boy who first caught the ball.

""Now, if you want",Who received the football? 
501,Jeff,"Answer: The General.

“Well, I’m glad you’ve got",Who gave the football? 
502,football,"“I’ll tell you what he gave,” said the Judge, in a tone of",What did Fred give to Jeff? 
503,Fred,"Answer: The boy from the North.

Question: Who gave the football?",Who gave the football? 
504,football,"[76] The first edition of the “Life” was published in 1779, and",What did Fred give to Mary? 
505,Fred,“Siegwart: The man who received the football was a man of the name of,Who received the football? 
506,Bill,"Answer: The poet.

Question: Who gave the ball to Fred?",Who gave the football to Fred? 
507,Bill,"Answer: The first man who had a ball.

[Footnote 069: The",Who received the football? 
508,Bill,"""I have heard,"" said the doctor, ""that the name of the man who received",Who received the football? 
509,Bill,"Answer: The boy who was playing with it.

Question: Who was the boy",Who did Fred give the football to? 
510,Fred,"""The woman's name was Mary, and she was the wife of the man who had",Who received the milk? 
511,Jeff,"Answer: General Wright.

[Illustration: THE SENATE CHAMBER OF",Who received the milk? 
512,milk,"Answer: A little red-hot iron.

Question: What did he give to",What did Jeff give to Fred? 
513,milk,"Answer: ""A good many of the elephants, and a good many of the
children",What did Jeff give to Fred? 
514,Fred,"Answer: The Judge.

Question: Who gave the apple to Bill?",Who gave the apple to Bill? 
515,Bill,"Answer: Mary.

""Why, Mary, I'm sure. I don't",Who gave the apple to Mary? 
516,Fred,"Answer: The child.

Question: Who gave the apple?
Answer: The child",Who gave the apple? 
517,Fred,"Answer: The child.

Q. What was the nature of the charge against the",Who gave the apple to Mary? 
518,Mary,"[Illustration: Fig. 1.]

[Illustration: Fig. 2.]",Who received the apple? 
519,apple,"Answer:

       A golden lyre, a golden lyre,
       A golden lyre",What did Fred give to Mary? 
520,apple,"Answer: She gave him a good horse.




THE BATTLE OF THE R",What did Mary give to Fred? 
521,Mary,"Answer: The apple was given to the soldiers by the President of the
United States.",Who gave the apple? 
522,Fred,"Answer: The manor house.

Question: Who did she give the milk to? Answer",Who did Mary give the milk to? 
523,milk,"Answer: ""A little money.""

Q. What did she give him? A. """,What did Mary give to Fred? 
524,Mary,"Answer: The milk was given to Fred by his mother.




Transcriber’",Who gave the milk to Fred? 
525,milk,"Answer: A little money.

Q. What did she give to you?",What did Mary give to Fred? 
526,Mary,"Ans: The people who live in the country.

'I thought the larger",Who received the milk? 
527,Mary,"Answer: ""The milk was sent to the ""old house"" by the ""old man",Who received the milk? 
528,Mary,"is not a sensible thing, and therefore
not intelligible.

The same is the case",Who received the milk? 
529,Jeff,"The answer is that the people gave the football to Mary.

The question is,",Who gave the football to Mary? 
530,Bill,"Answer: The boy.

Q. What did you do with the apple?
A",Who gave the apple to Mary? 
531,apple,[Illustration: The first act of the first act of the first act of the first act,What did Bill give to Mary? 
532,Mary,"Answer: The apple was sent to the General of the Army of the Potomac,",Who received the apple? 
533,apple,"Answer: He gave her a horse.

“The question is, what did Bill",What did Bill give to Mary? 
534,Fred,"Answer: Mary gave it to the boy who played it.

   _Second._ The",Who did Mary give the football to? 
535,milk,"Answer: A piece of bread.

Q. What did Fred give to Bill?",What did Fred give to Bill? 
536,Bill,"Answer: Fred gave the milk to
the cow.

Question: Who gave the milk to",Who did Fred give the milk to? 
537,Bill,"Answer: The milk was given to the cow.




CHAPTER X.

THE",Who did Fred give the milk to? 
538,Mary,"Answer: The milk was given to the cow.

The following is a translation of",Who did Bill give the milk to? 
539,Mary,"Answer: The first person who gave it was the King of the Jews, who
received",Who did Bill give the milk to? 
540,Jeff,"_Enter_ LICINIUS.

  _Lic._ I have a",Who received the apple? 
541,Jeff,"Answer: Tommie G.

Question: Who received the apple? Answer: Tommie G",Who received the apple? 
542,apple,"""The Rev. Mr. Paine, who was present, said, 'I am",What did Bill give to Jeff? 
543,apple,"Answer: The King gave her the whole of the King's property, and the
King",What did Bill give to Mary? 
544,Mary,"Answer: The first man who gave it was Bill.




THE BATTLE OF",Who did Bill give the apple to? 
545,Jeff,"[Illustration: _From a Photograph by the Author_]

[Illustration: _",Who did Mary give the apple to? 
546,Jeff,"Answer: The apple was given to the woman who was born in the
    house of",Who received the apple? 
547,Jeff,"[22] The first letter of the first chapter of the first book of the
first",Who did Mary give the apple to? 
548,Bill,"Answer: The King.

Q. What was the name of the apple?",Who received the apple? 
549,Mary,"The King's answer: ""The King of Denmark.""

The King's answer:",Who gave the apple to Bill? 
550,Mary,"[Illustration: ""The milk was taken from the milk-pail.""]",Who gave the milk to Jeff? 
551,Jeff,"Answer: The man who received the milk.

""You're a liar, and",Who received the milk? 
552,Mary,"Answer: The boy who had been playing football with the boys in the
school-room",Who did Fred give the football to? 
553,Fred,"Answer: The football was given to me.

Question: Who gave the football?",Who gave the football? 
554,Mary,"Answer: Roxie, Rose, and Suza.

Question: Who was",Who received the football? 
555,Bill,"“I have no doubt that you are right, but I have no doubt that you are",Who gave the apple? 
556,Bill,"The answer: The Bishop.

The question: Who gave the apple?",Who gave the apple? 
557,apple,"Answer: He gave him a kiss.




THE END.




Transcriber",What did Bill give to Fred? 
558,apple,"Answer: “A little bit of a book.”

[Illustration: “I am",What did Fred give to Bill? 
559,Fred,"Answer: The man who was the first to eat it.

[Illustration: ""The",Who received the apple? 
560,apple,"Answer: He gave her a little bit of money.

Question: What did she",What did Fred give to Mary? 
561,Fred,"Answer: The apple was given to the fair one by the hand of the
giver",Who received the apple? 
562,apple,"Answer: A ring, which was the property of the Earl of
Douglas.

Question",What did Mary give to Fred? 
563,football,"Answer: A crown.

Question: What did the King give to the Queen? Answer:",What did Fred give to Mary? 
564,Fred,"Answer: The King.

Question: Who received the football?

Answer:",Who received the football? 
565,apple,"Answer: He gave her a good deal of money.

Question: What did she",What did Jeff give to Mary? 
566,Mary,"""The people of England are in a state of great anxiety, and are in a",Who gave the apple? 
567,apple,"Answer: She gave him a book.

Question: What did she give him?",What did Mary give to Jeff? 
568,apple,"Answer: A pair of shoes.

Question: What did the man say?",What did Jeff give to Mary? 
569,Jeff,"Answer: The first one.

""The second one was a little girl, and",Who gave the apple to Mary? 
570,milk,"Answer: The first thing that she did was to get a little box of
cand",What did Mary give to Jeff? 
571,milk,"Answer: ""A good many dollars.""

Question: What did she give him?",What did Jeff give to Mary? 
572,milk,"Answer: He gave her a large basket of beads, and a large basket of
be",What did Jeff give to Mary? 
573,Fred,"Answer: The Epeira.

[Illustration: The Epeira, the",Who received the milk? 
574,Fred,[Footnote 11: The following is a list of the cases of the subject:,Who received the milk? 
575,football,_Answer._--The question is not quite clear. The question is not quite clear.,What did Bill give to Mary? 
576,Mary,"Answer: The milk.

Question: What is the average quantity of water in the milk",Who gave the football to Fred? 
577,football,"Answer: She gave him a great many things.

""The time had now arrived",What did Mary give to Fred? 
578,football,"Answer: ""Nothing.""

""What did she give you?""

""Nothing",What did Mary give to Fred? 
579,Fred,"Answer: The man who had the football.

""And then, after a few",Who did Mary give the football to? 
580,Fred,"Answer: The Lord Mayor.

Question: Who gave the milk to the Lord Mayor",Who gave the milk to Bill? 
581,Bill,"Answer: The King.

Q. What was the King's answer?",Who did Fred give the milk to? 
582,milk,"2, says that the marriage of Fred and Bill was void.

3, says",What did Fred give to Bill? 
583,Jeff,"Answer: The first person who came to the house.




THE END.",Who gave the apple to Mary? 
584,Jeff,"Mr. E. H. Harrison: Mr. President, I am not aware that the",Who received the apple? 
585,milk,"Answer: Lester.

""Lester,"" said Lester, ""I'm",What did Mary give to Bill? 
586,Mary,"Answer: Mr. A.

""I'm sorry,"" said Mr. A.",Who gave the milk? 
587,Bill,"Answer: The milk was given to the milk-woman.


[Illustration: _",Who did Mary give the milk to? 
588,Jeff,"Answer: Burt.

Burt was a little surprised at the question, and",Who gave the apple to Fred? 
589,Fred,"Answer: The apple was given to me.

Question: How did you get it",Who gave the apple? 
590,milk,"The answer was, ""A goodly sum, and a goodly man.""",What did Bill give to Fred? 
591,milk,"Answer: He gave him a lot of money, and a lot of money he gave him",What did Bill give to Fred? 
592,milk,"Answer: A bunch of flowers.

""What did he give to you?""",What did Bill give to Fred? 
593,Fred,"Answer: The Reverend James Earle.

Question: Who was the Reverend James Ear",Who received the football? 
594,football,"Answer: ""I don't know. I don't know what he gave me. I",What did Bill give to Fred? 
595,Jeff,"Answer: ""The little man.""

Question: What did the little man say to",Who gave the milk to Bill? 
596,Jeff,They were followed by a man in a black coat and a black cap. He was,Who received the milk? 
597,Bill,"Answer: The first person who received it was the King of France, who
received it",Who received the milk? 
598,Jeff,"Answer: The author of the _Disegni_ himself.

[Footnote i",Who gave the milk? 
599,milk,"Answer: He gave him a good deal of money.




CHAPTER XIV.",What did Jeff give to Bill? 
600,Jeff,"""I will give you a lesson in the use of the word <context>
<",Who received the football? 
601,Mary,"Answer: The question is a very interesting one, and one that has been
discussed",Who did Jeff give the football to? 
602,Jeff,"Slyme, who was a little behind, said: ""That's the football,",Who gave the football? 
603,Jeff,"Answer: The boy who played it.

Question: Who was the boy?",Who gave the football? 
604,Jeff,"Answer: The milk was given to the poor.




THE LITTLE GIR",Who did Bill give the milk to? 
605,Fred,"Answer: I don't know.

""I don't know, either,"" said",Who did Mary give the football to? 
606,Mary,"Answer: The boy who was in the coach.

Question: Who was the coach?",Who gave the football to Fred? 
607,Fred,Answer: “The man who was in the room with him when he was caught. He,Who did Bill give the football to? 
608,Fred,"The answer is: The man who has the money to buy the football.

The",Who gave the football? 
609,football,"Answer: He gave him a horse, and a horseman.




THE BOOK",What did Fred give to Bill? 
610,football,"Answer: “A little bit of a stick.”

“What did you do with",What did Jeff give to Fred? 
611,Jeff,"[Illustration: The Poplar-tree]




[Illustration: The Popl",Who did Fred give the football to? 
612,Fred,"Answer: The Major.

Question: Who was the Major?

Answer:",Who gave the football? 
613,Mary,"Answer: Mr. Graham.

[Sidenote: _The Queen_]",Who gave the football? 
614,Mary,"Answer: The Duke of Marlborough.

[Sidenote: QUEEN'S",Who gave the football? 
615,football,"Answer: He gave him a horse and a gun.

Question: What did he",What did Jeff give to Fred? 
616,Jeff,"Answer: The Colonel.

""The Colonel is a very good fellow, and I",Who did Fred give the football to? 
617,Fred,"The answer: ""The man who was the first to ask the question.""




THE",Who gave the football to Jeff? 
618,apple,"Answer: ""A little money, and a good deal of it.""

Question:",What did Bill give to Jeff? 
619,apple,"Answer: ""A good many things, and a good many bad ones. He was a",What did Jeff give to Bill? 
620,Jeff,"Answer: The apple was given to the man who gave the apple.

“The",Who gave the apple? 
621,Jeff,"(_b_) therapeutic, applied to the
parents, and
<context>

Question:",Who gave the apple to Fred? 
622,Fred,"[Illustration: Fig. 1.--A. A specimen of the first-formed
c",Who gave the apple to Bill? 
623,apple,"[Illustration: [Illustration: [Illustration: [Illustration: [Illustration:

[",What did Fred give to Bill? 
624,Bill,"Answer: The officer of the day.

Question: What was the cause of the",Who did Fred give the apple to? 
625,football,"Answer: He gave him a good deal of money.

""I have been thinking",What did Jeff give to Fred? 
626,football,"[Illustration: The following is a copy of the original letter:

""I am",What did Jeff give to Fred? 
627,Fred,"Answer: The same who gave the ball to the other.

Question: Who gave",Who gave the football to Jeff? 
628,Jeff,"Answer: The old man.

""The old man? What old man?",Who received the football? 
629,Fred,"Answer: Mr. J. H. H. H.

[36] The",Who gave the football to Jeff? 
630,Fred,"[The following is a translation of the original:

""The first thing that I",Who did Jeff give the football to? 
631,football,"Answer: He gave him a book, _Le Vieille Fille_, by M",What did Fred give to Jeff? 
632,Fred,"Answer: Mr. J. W. Salmon.

[Illustration: A.",Who gave the football to Jeff? 
633,football,"Answer: He gave him a kiss.

Question: What did Fred give to the",What did Fred give to Jeff? 
634,apple,"Answer: He gave him a good deal.




CHAPTER XXV.

THE",What did Jeff give to Bill? 
